rank,name,url,category,subcategory,industry,design_style,color_mode,typography,hero_type,motion_level,product_ui,3d_webgl,distinctive_trait,curation_score_10,priority,tags,status,added_on,source_url,notes
686,The Refugee Project,https://www.refugeeproject.hyperakt.com/,Webapp,Interactive migration map,Human Rights / Data,"Map-led, temporal, editorial, data-rich",Dark,Editorial sans,Historical refugee flow map,Medium,High,Low,Decades of refugee movements become an explorable temporal map with narrative context,10.0,A,refugees|map|data-visualization|history|interactive,Active,2026-08-07,https://www.refugeeproject.hyperakt.com/,Hyperakt interactive data project
687,Clouds Over Cuba,https://cloudsovercuba.com/,Website,Interactive historical documentary,History / Documentary,"Cinematic, archival, timeline-based",Dark,Editorial serif + sans,Cuban Missile Crisis interactive documentary,High,High,Medium,Archival media and a branching timeline turn history into a tense interactive documentary,9.9,A,history|documentary|timeline|interactive|cinematic,Active,2026-08-07,https://cloudsovercuba.com/,JFK Library interactive documentary
688,The Johnny Cash Project,https://www.thejohnnycashproject.com/,Webapp,Crowdsourced music artwork,Music / Art,"Monochrome, hand-drawn, collaborative",Dark,Minimal sans,Crowdsourced animated portrait frames,High,High,Low,Thousands of individual drawings combine into a constantly evolving music video,10.0,A,music|crowdsourced|drawing|animation|interactive|art,Active,2026-08-07,https://www.thejohnnycashproject.com/,Chris Milk collaborative artwork
689,Cameron's World,https://www.cameronsworld.net/,Website,Internet-art collage,Digital Culture,"GeoCities maximalism, collage, animated",Mixed,Retro web typography,Infinite retro-web collage,High,Low,Low,A hand-built collage of archived GeoCities fragments becomes an overwhelming internet-art landscape,10.0,A,retro-web|collage|internet-art|maximal|archive,Active,2026-08-07,https://www.cameronsworld.net/,Internet-art classic
690,Windows 93,https://www.windows93.net/,Webapp,Browser operating-system artwork,Digital Culture,"Retro OS, absurdist, interactive",Mixed,Pixel/system typography,Fake desktop operating system,High,High,Low,"A parody operating system becomes an enormous playground of apps, jokes and browser experiments",10.0,A,retro|desktop-ui|internet-art|interactive|playful,Active,2026-08-07,https://www.windows93.net/,Browser-art classic
691,Webamp,https://webamp.org/,Webapp,Browser music-player recreation,Music / Digital Culture,"Skeuomorphic, retro, desktop UI",Mixed,Classic Winamp UI type,Fully interactive Winamp clone,Medium,High,Low,Classic desktop software is recreated with remarkable fidelity as a draggable browser interface,9.8,A,retro|skeuomorphic|music|desktop-ui|interactive,Active,2026-08-07,https://webamp.org/,Browser software recreation
692,EmuOS,https://emupedia.net/beta/emuos/,Webapp,Browser retro-computing environment,Digital Culture,"Desktop UI, nostalgic, software-archive",Mixed,System typography,Interactive retro desktop,Medium,High,Low,Old games and software are wrapped inside a convincingly nostalgic operating-system interface,9.8,A,retro|desktop-ui|archive|interactive|nostalgia,Active,2026-08-07,https://emupedia.net/beta/emuos/,Emupedia browser OS
693,ClickClickClick,https://clickclickclick.click/,Webapp,Interactive surveillance experiment,Digital Culture / Privacy,"Minimal, creepy, behavioral, audio-led",Light,System sans,Live behavioral tracking interface,Medium,High,Low,"The site narrates and judges nearly every action you take, making tracking behavior uncomfortably visible",10.0,A,privacy|surveillance|interaction|audio|conceptual,Active,2026-08-07,https://clickclickclick.click/,Interactive surveillance artwork
694,Listen to Wikipedia,https://listen.hatnote.com/,Webapp,Real-time data sonification,Data / Culture,"Ambient, generative, minimal",Dark,Minimal sans,Live Wikipedia edits as sound/particles,High,High,Low,"Wikipedia edits become a calm live composition of bells, strings and floating circles",10.0,A,data-sonification|wikipedia|generative|audio|interactive,Active,2026-08-07,https://listen.hatnote.com/,Real-time data art
695,Wikiverse,https://wikiverse.io/,Webapp,Wikipedia network explorer,Data / Culture,"Cosmic network, 3D, exploratory",Dark,Minimal sans,3D Wikipedia galaxy,High,High,High,Wikipedia links become a navigable universe of connected knowledge,10.0,A,wikipedia|network|3d|data-visualization|interactive,Active,2026-08-07,https://wikiverse.io/,Knowledge-network visualization
696,Every Noise at Once,https://everynoise.com/,Webapp,Music genre map,Music / Data,"Dense typographic map, color-coded, exploratory",Light,Tiny utility sans,Huge spatial genre map,Low,High,Low,Thousands of music genres are organized as one enormous spatial field you can explore and hear,9.8,A,music|taxonomy|map|data|interactive,Active,2026-08-07,https://everynoise.com/,Glenn McDonald music map
697,Ishkur's Guide to Electronic Music,https://music.ishkur.com/,Webapp,Interactive music-history map,Music / Culture,"Timeline, taxonomy, colorful, audio-rich",Dark,Utility sans,Interactive genre genealogy,Medium,High,Low,Electronic music history becomes an enormous branching map filled with playable examples,10.0,A,music|timeline|taxonomy|audio|interactive|culture,Active,2026-08-07,https://music.ishkur.com/,Interactive electronic-music history
698,Radio Aporee ::: Maps,https://aporee.org/maps/,Webapp,Global sound map,Audio / Culture,"Map-led, field-recording, archival",Light,Utility sans,Interactive soundscape map,Low,High,Low,Places around the world are explored through geolocated field recordings instead of photographs,9.9,A,sound|map|field-recording|archive|interactive,Active,2026-08-07,https://aporee.org/maps/,Global soundscape archive
699,If the Moon Were Only 1 Pixel,https://joshworth.com/dev/pixelspace/pixelspace_solarsystem.html,Website,Interactive scale story,Science / Space,"Extreme horizontal scale, minimal, humorous",Dark,Minimal sans,Pixel-scale Solar System,Medium,High,Low,Physical scrolling makes the emptiness and scale of the Solar System emotionally tangible,10.0,A,space|scale|scroll|interactive|minimal,Active,2026-08-07,https://joshworth.com/dev/pixelspace/pixelspace_solarsystem.html,Josh Worth scale visualization
700,Bird Migration Explorer,https://explorer.audubon.org/en/home,Webapp,Wildlife migration map,Nature / Data,"Map-led, animated, scientific, beautiful",Dark,Modern sans,Animated bird migration map,High,High,Low,Thousands of real tracked birds become animated journeys across the Americas,10.0,A,birds|map|data-visualization|migration|interactive|science,Active,2026-08-07,https://explorer.audubon.org/en/home,Audubon interactive platform
701,Seeing Theory,https://seeing-theory.brown.edu/,Webapp,Interactive statistics textbook,Education / Data,"Elegant, visual, simulation-led",Light,Editorial sans,Interactive probability/statistics modules,Medium,High,Low,Probability and statistics are learned through direct visual manipulation instead of formulas alone,10.0,A,statistics|education|data-visualization|interactive|simulation,Active,2026-08-07,https://seeing-theory.brown.edu/,Brown University visual statistics project
702,TensorFlow Playground,https://playground.tensorflow.org/,Webapp,Neural-network explainer,AI / Education,"Color-field, diagrammatic, live simulation",Light,Google-style sans,Live neural-network playground,High,High,Low,Neural networks become understandable by dragging parameters and watching decision boundaries evolve,10.0,A,ai|neural-network|simulation|interactive|education,Active,2026-08-07,https://playground.tensorflow.org/,Interactive ML classic
703,CNN Explainer,https://poloclub.github.io/cnn-explainer/,Webapp,Neural-network visualization,AI / Education,"3D diagrammatic, technical, interactive",Dark,Modern sans,Interactive CNN architecture,High,High,Medium,A convolutional network can be inspected layer by layer as a spatial visual system,10.0,A,ai|neural-network|3d|data-visualization|interactive,Active,2026-08-07,https://poloclub.github.io/cnn-explainer/,Georgia Tech visual explainer
704,How to Use t-SNE Effectively,https://distill.pub/2016/misread-tsne/,Blog,Interactive research article,AI / Data,"Scientific editorial, simulation-rich",Light,Editorial sans,Interactive t-SNE demonstrations,Medium,High,Low,A technical machine-learning concept is taught through beautifully controlled interactive examples,10.0,A,ai|research|data-visualization|interactive|editorial,Active,2026-08-07,https://distill.pub/2016/misread-tsne/,Distill interactive article
705,Feature Visualization,https://distill.pub/2017/feature-visualization/,Blog,Interactive research article,AI / Data,"Image-rich, scientific, generative",Dark,Editorial sans,Neural feature visualization gallery,High,Medium,Low,"Neural-network internals are transformed into surreal, visually rich generative imagery",10.0,A,ai|generative|research|visualization|editorial,Active,2026-08-07,https://distill.pub/2017/feature-visualization/,Distill research visualization
706,The Building Blocks of Interpretability,https://distill.pub/2018/building-blocks/,Blog,Interactive research article,AI / Data,"Diagrammatic, layered, technical",Light,Editorial sans,Interactive interpretability diagrams,Medium,High,Low,Complex AI interpretability ideas become clear through linked interactive diagrams,9.9,A,ai|research|interactive|diagram|editorial,Active,2026-08-07,https://distill.pub/2018/building-blocks/,Distill research visualization
707,Markov Chains — Explained Visually,https://setosa.io/ev/markov-chains/,Webapp,Interactive mathematical explainer,Education / Data,"Diagrammatic, playful, simulation-led",Light,Simple sans,Interactive state-transition playground,Medium,High,Low,Probabilistic state transitions become intuitive through directly editable visual systems,9.9,A,math|markov|simulation|interactive|education,Active,2026-08-07,https://setosa.io/ev/markov-chains/,Explained Visually
708,Conditional Probability,https://setosa.io/conditional/,Webapp,Interactive probability explainer,Education / Data,"Physical simulation, minimal, visual",Light,Simple sans,Falling-ball probability simulation,Medium,High,Low,Probability is visualized as physical events you can manipulate and count,9.9,A,math|probability|simulation|interactive|education,Active,2026-08-07,https://setosa.io/conditional/,Setosa visual explainer
709,Principal Component Analysis — Explained Visually,https://setosa.io/ev/principal-component-analysis/,Webapp,Interactive data explainer,Education / Data,"3D, geometric, data-led",Light,Simple sans,Draggable PCA point cloud,Medium,High,Medium,PCA becomes a spatial manipulation problem instead of an abstract matrix operation,9.9,A,math|pca|3d|data-visualization|interactive,Active,2026-08-07,https://setosa.io/ev/principal-component-analysis/,Explained Visually
710,Ordinary Least Squares — Explained Visually,https://setosa.io/ev/ordinary-least-squares-regression/,Webapp,Interactive statistics explainer,Education / Data,"Geometric, minimal, diagrammatic",Light,Simple sans,Interactive regression visualization,Medium,High,Low,Regression is explained visually through geometry and direct manipulation,9.8,A,statistics|regression|interactive|education|visualization,Active,2026-08-07,https://setosa.io/ev/ordinary-least-squares-regression/,Explained Visually
711,Eigenvectors & Eigenvalues — Explained Visually,https://setosa.io/ev/eigenvectors-and-eigenvalues/,Webapp,Interactive linear-algebra explainer,Education / Data,"Geometric, animated, mathematical",Light,Simple sans,Interactive vectors / transformations,High,High,Low,Matrix transformations become visible through draggable vectors and evolving eigenspaces,10.0,A,math|linear-algebra|animation|interactive|education,Active,2026-08-07,https://setosa.io/ev/eigenvectors-and-eigenvalues/,Explained Visually
712,Image Kernels — Explained Visually,https://setosa.io/ev/image-kernels/,Webapp,Interactive image-processing explainer,AI / Education,"Pixel-level, visual, camera-enabled",Light,Simple sans,Live image convolution playground,Medium,High,Low,Convolution kernels can be changed live while watching their effect on images or camera input,10.0,A,image-processing|ai|pixels|interactive|education,Active,2026-08-07,https://setosa.io/ev/image-kernels/,Explained Visually
